"year","age"
2001,0
2001,2
2001,2
2001,6
2001,16
2001,18
2001,25
2001,30
2001,32
2001,34
2001,37
2001,37
2001,37
2001,40
2001,40
2001,41
2001,43
2001,44
2001,44
2001,45
2001,46
2001,47
2001,48
2001,49
2001,50
2001,51
2001,52
2001,52
2001,52
2001,53
2001,53
2001,53
2001,53
2001,54
2001,56
2001,56
2001,58
2001,58
2001,59
2001,59
2001,60
2001,61
2001,61
2001,61
2001,62
2001,62
2001,63
2001,63
2001,64
2001,64
2001,64
2001,65
2001,65
2001,66
2001,66
2001,69
2001,69
2001,70
2001,70
2001,70
2001,71
2001,71
2001,72
2001,72
2001,72
2001,73
2001,73
2001,73
2001,73
2001,73
2001,75
2001,75
2001,75
2001,76
2001,76
2001,77
2001,77
2001,78
2001,78
2001,78
2001,78
2001,78
2001,79
2001,79
2001,79
2001,79
2001,79
2001,80
2001,80
2001,80
2001,81
2001,81
2001,81
2001,81
2001,81
2001,82
2001,82
2001,82
2001,82
2001,82
2001,82
2001,83
2001,83
2001,83
2001,83
2001,83
2001,83
2001,84
2001,84
2001,84
2001,84
2001,85
2001,85
2001,85
2001,86
2001,86
2001,86
2001,87
2001,87
2001,87
2001,87
2001,88
2001,88
2001,88
2001,89
2001,89
2001,89
2001,90
2001,90
2001,91
2001,91
2001,91
2001,91
2001,92
2001,93
2001,93
2001,93
2001,96
2001,98
2001,100
2002,3
2002,9
2002,17
2002,19
2002,23
2002,25
2002,26
2002,27
2002,29
2002,29
2002,30
2002,31
2002,34
2002,35
2002,35
2002,37
2002,38
2002,39
2002,39
2002,39
2002,40
2002,40
2002,40
2002,41
2002,43
2002,43
2002,44
2002,46
2002,46
2002,47
2002,47
2002,47
2002,47
2002,47
2002,48
2002,48
2002,48
2002,49
2002,49
2002,50
2002,51
2002,52
2002,52
2002,52
2002,52
2002,53
2002,54
2002,54
2002,54
2002,54
2002,56
2002,56
2002,56
2002,56
2002,57
2002,57
2002,57
2002,57
2002,57
2002,57
2002,58
2002,58
2002,59
2002,59
2002,59
2002,60
2002,61
2002,62
2002,62
2002,63
2002,64
2002,64
2002,64
2002,64
2002,64
2002,64
2002,64
2002,65
2002,65
2002,65
2002,65
2002,65
2002,65
2002,66
2002,66
2002,66
2002,67
2002,67
2002,67
2002,68
2002,68
2002,68
2002,68
2002,68
2002,69
2002,69
2002,69
2002,70
2002,70
2002,71
2002,71
2002,71
2002,71
2002,72
2002,72
2002,72
2002,72
2002,72
2002,73
2002,73
2002,73
2002,73
2002,73
2002,74
2002,74
2002,74
2002,74
2002,74
2002,75
2002,75
2002,76
2002,76
2002,76
2002,76
2002,76
2002,76
2002,76
2002,77
2002,77
2002,77
2002,77
2002,77
2002,77
2002,77
2002,78
2002,78
2002,78
2002,78
2002,78
2002,78
2002,78
2002,79
2002,79
2002,79
2002,79
2002,79
2002,79
2002,79
2002,79
2002,79
2002,80
2002,80
2002,80
2002,80
2002,80
2002,80
2002,80
2002,80
2002,80
2002,80
2002,81
2002,81
2002,81
2002,81
2002,81
2002,81
2002,81
2002,81
2002,81
2002,81
2002,82
2002,82
2002,82
2002,82
2002,82
2002,82
2002,83
2002,83
2002,83
2002,83
2002,83
2002,83
2002,83
2002,84
2002,84
2002,84
2002,84
2002,84
2002,84
2002,84
2002,84
2002,84
2002,85
2002,85
2002,85
2002,85
2002,85
2002,85
2002,85
2002,85
2002,85
2002,85
2002,85
2002,86
2002,86
2002,86
2002,86
2002,86
2002,86
2002,86
2002,86
2002,87
2002,87
2002,87
2002,87
2002,88
2002,88
2002,88
2002,88
2002,88
2002,88
2002,89
2002,89
2002,89
2002,89
2002,89
2002,89
2002,90
2002,90
2002,90
2002,90
2002,90
2002,91
2002,91
2002,91
2002,91
2002,91
2002,92
2002,92
2002,92
2002,92
2002,92
2002,94
2002,94
2002,94
2002,94
2002,95
2002,95
2002,95
2002,96
2002,98
2002,99
2003,4
2003,6
2003,11
2003,16
2003,19
2003,20
2003,20
2003,22
2003,24
2003,26
2003,28
2003,28
2003,29
2003,29
2003,33
2003,34
2003,34
2003,35
2003,36
2003,37
2003,38
2003,38
2003,38
2003,38
2003,38
2003,38
2003,38
2003,39
2003,41
2003,41
2003,41
2003,43
2003,45
2003,45
2003,47
2003,52
2003,52
2003,53
2003,53
2003,53
2003,54
2003,54
2003,54
2003,54
2003,54
2003,55
2003,56
2003,56
2003,56
2003,57
2003,57
2003,58
2003,58
2003,59
2003,59
2003,59
2003,60
2003,60
2003,61
2003,61
2003,61
2003,61
2003,62
2003,63
2003,63
2003,63
2003,64
2003,64
2003,65
2003,65
2003,65
2003,66
2003,66
2003,66
2003,66
2003,66
2003,66
2003,66
2003,67
2003,67
2003,67
2003,67
2003,67
2003,68
2003,68
2003,68
2003,68
2003,68
2003,69
2003,69
2003,69
2003,70
2003,70
2003,70
2003,70
2003,70
2003,70
2003,71
2003,71
2003,71
2003,71
2003,71
2003,71
2003,71
2003,72
2003,72
2003,72
2003,72
2003,72
2003,72
2003,72
2003,73
2003,73
2003,73
2003,73
2003,73
2003,73
2003,73
2003,73
2003,73
2003,74
2003,74
2003,74
2003,74
2003,74
2003,75
2003,75
2003,75
2003,75
2003,76
2003,76
2003,77
2003,77
2003,77
2003,77
2003,77
2003,77
2003,77
2003,77
2003,77
2003,77
2003,77
2003,78
2003,78
2003,78
2003,78
2003,78
2003,78
2003,79
2003,79
2003,79
2003,79
2003,79
2003,79
2003,79
2003,79
2003,79
2003,79
2003,79
2003,79
2003,80
2003,80
2003,80
2003,80
2003,80
2003,80
2003,81
2003,81
2003,81
2003,81
2003,81
2003,81
2003,81
2003,82
2003,82
2003,82
2003,82
2003,82
2003,82
2003,82
2003,83
2003,83
2003,83
2003,83
2003,83
2003,83
2003,83
2003,83
2003,83
2003,83
2003,84
2003,84
2003,84
2003,84
2003,84
2003,84
2003,84
2003,84
2003,85
2003,85
2003,85
2003,85
2003,85
2003,86
2003,86
2003,86
2003,86
2003,86
2003,86
2003,86
2003,87
2003,87
2003,87
2003,87
2003,87
2003,87
2003,87
2003,87
2003,88
2003,88
2003,88
2003,88
2003,89
2003,89
2003,89
2003,89
2003,90
2003,90
2003,90
2003,90
2003,90
2003,90
2003,90
2003,90
2003,91
2003,91
2003,91
2003,91
2003,92
2003,92
2003,92
2003,92
2003,92
2003,92
2003,93
2003,93
2003,93
2003,94
2003,94
2003,94
2003,96
2003,96
2003,NA
2004,2
2004,2
2004,4
2004,4
2004,6
2004,8
2004,23
2004,23
2004,26
2004,29
2004,30
2004,32
2004,34
2004,35
2004,35
2004,35
2004,36
2004,37
2004,38
2004,39
2004,41
2004,41
2004,42
2004,43
2004,43
2004,43
2004,43
2004,44
2004,44
2004,45
2004,45
2004,45
2004,46
2004,47
2004,47
2004,48
2004,48
2004,49
2004,49
2004,50
2004,50
2004,50
2004,51
2004,52
2004,52
2004,52
2004,52
2004,52
2004,53
2004,54
2004,54
2004,54
2004,54
2004,54
2004,55
2004,55
2004,55
2004,55
2004,55
2004,55
2004,55
2004,55
2004,55
2004,55
2004,56
2004,56
2004,56
2004,56
2004,57
2004,57
2004,57
2004,57
2004,58
2004,58
2004,58
2004,59
2004,59
2004,59
2004,60
2004,60
2004,61
2004,61
2004,62
2004,62
2004,62
2004,62
2004,62
2004,63
2004,63
2004,63
2004,63
2004,63
2004,63
2004,64
2004,64
2004,64
2004,65
2004,65
2004,65
2004,65
2004,65
2004,66
2004,66
2004,66
2004,66
2004,67
2004,67
2004,68
2004,68
2004,68
2004,68
2004,68
2004,68
2004,69
2004,69
2004,69
2004,69
2004,69
2004,69
2004,69
2004,69
2004,69
2004,70
2004,70
2004,70
2004,70
2004,71
2004,71
2004,71
2004,71
2004,72
2004,72
2004,72
2004,72
2004,72
2004,72
2004,73
2004,73
2004,73
2004,73
2004,73
2004,74
2004,74
2004,74
2004,74
2004,74
2004,75
2004,75
2004,75
2004,75
2004,75
2004,75
2004,75
2004,75
2004,76
2004,76
2004,76
2004,76
2004,76
2004,76
2004,76
2004,76
2004,77
2004,77
2004,77
2004,77
2004,77
2004,78
2004,78
2004,78
2004,78
2004,78
2004,78
2004,78
2004,79
2004,79
2004,79
2004,79
2004,79
2004,79
2004,79
2004,79
2004,79
2004,80
2004,80
2004,80
2004,80
2004,80
2004,80
2004,80
2004,81
2004,81
2004,81
2004,81
2004,81
2004,81
2004,81
2004,81
2004,82
2004,82
2004,82
2004,82
2004,82
2004,82
2004,83
2004,83
2004,83
2004,83
2004,83
2004,83
2004,83
2004,83
2004,83
2004,83
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,85
2004,85
2004,85
2004,85
2004,85
2004,85
2004,86
2004,86
2004,86
2004,86
2004,86
2004,86
2004,86
2004,87
2004,87
2004,87
2004,87
2004,87
2004,87
2004,87
2004,87
2004,88
2004,88
2004,88
2004,88
2004,89
2004,89
2004,89
2004,89
2004,89
2004,89
2004,90
2004,90
2004,90
2004,90
2004,90
2004,91
2004,91
2004,91
2004,91
2004,92
2004,92
2004,92
2004,93
2004,93
2004,93
2004,94
2004,95
2004,95
2004,95
2004,96
2004,96
2004,96
2004,96
2005,0
2005,1
2005,1
2005,2
2005,2
2005,3
2005,4
2005,5
2005,7
2005,7
2005,10
2005,13
2005,13
2005,14
2005,16
2005,18
2005,21
2005,21
2005,25
2005,27
2005,28
2005,31
2005,33
2005,34
2005,35
2005,37
2005,37
2005,37
2005,38
2005,38
2005,38
2005,39
2005,40
2005,40
2005,40
2005,42
2005,44
2005,45
2005,45
2005,46
2005,48
2005,48
2005,48
2005,49
2005,49
2005,49
2005,50
2005,51
2005,51
2005,52
2005,52
2005,53
2005,53
2005,53
2005,53
2005,53
2005,54
2005,54
2005,54
2005,55
2005,56
2005,56
2005,56
2005,56
2005,56
2005,58
2005,59
2005,59
2005,59
2005,59
2005,59
2005,60
2005,60
2005,60
2005,61
2005,61
2005,61
2005,61
2005,61
2005,62
2005,62
2005,62
2005,62
2005,63
2005,63
2005,63
2005,63
2005,63
2005,63
2005,64
2005,64
2005,64
2005,64
2005,64
2005,64
2005,64
2005,65
2005,65
2005,65
2005,66
2005,66
2005,66
2005,66
2005,67
2005,67
2005,67
2005,67
2005,67
2005,67
2005,67
2005,68
2005,68
2005,68
2005,68
2005,68
2005,68
2005,68
2005,68
2005,69
2005,69
2005,69
2005,69
2005,69
2005,69
2005,70
2005,70
2005,70
2005,70
2005,70
2005,70
2005,70
2005,70
2005,70
2005,71
2005,71
2005,71
2005,71
2005,71
2005,72
2005,72
2005,72
2005,72
2005,72
2005,72
2005,72
2005,73
2005,73
2005,73
2005,73
2005,73
2005,73
2005,73
2005,74
2005,74
2005,74
2005,74
2005,74
2005,74
2005,74
2005,74
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,76
2005,76
2005,76
2005,76
2005,76
2005,76
2005,76
2005,76
2005,76
2005,77
2005,77
2005,77
2005,77
2005,77
2005,77
2005,77
2005,78
2005,78
2005,78
2005,78
2005,78
2005,78
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,81
2005,81
2005,81
2005,81
2005,81
2005,82
2005,82
2005,82
2005,82
2005,82
2005,82
2005,82
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,87
2005,87
2005,87
2005,87
2005,87
2005,87
2005,87
2005,87
2005,88
2005,88
2005,88
2005,88
2005,88
2005,88
2005,88
2005,88
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,90
2005,90
2005,90
2005,90
2005,90
2005,90
2005,90
2005,90
2005,91
2005,91
2005,91
2005,91
2005,91
2005,92
2005,92
2005,92
2005,92
2005,93
2005,93
2005,94
2005,94
2005,95
2005,95
2005,95
2005,95
2005,97
2005,97
2005,97
2005,97
2005,97
2005,97
2005,98
2005,99
2005,99
2005,99
2005,100
2005,100
2005,102
2006,3
2006,10
2006,13
2006,14
2006,20
2006,20
2006,21
2006,23
2006,24
2006,27
2006,29
2006,30
2006,30
2006,31
2006,32
2006,32
2006,33
2006,33
2006,34
2006,34
2006,34
2006,34
2006,36
2006,37
2006,38
2006,38
2006,38
2006,38
2006,38
2006,39
2006,40
2006,40
2006,42
2006,42
2006,43
2006,43
2006,43
2006,44
2006,45
2006,46
2006,46
2006,46
2006,46
2006,46
2006,47
2006,47
2006,48
2006,48
2006,48
2006,49
2006,49
2006,49
2006,50
2006,50
2006,50
2006,50
2006,51
2006,52
2006,52
2006,53
2006,53
2006,53
2006,54
2006,54
2006,54
2006,55
2006,55
2006,55
2006,55
2006,56
2006,57
2006,57
2006,57
2006,57
2006,57
2006,57
2006,57
2006,58
2006,58
2006,58
2006,58
2006,58
2006,58
2006,58
2006,59
2006,59
2006,59
2006,59
2006,59
2006,60
2006,60
2006,60
2006,61
2006,61
2006,62
2006,62
2006,62
2006,62
2006,62
2006,62
2006,63
2006,63
2006,63
2006,63
2006,63
2006,63
2006,64
2006,64
2006,64
2006,64
2006,64
2006,65
2006,65
2006,65
2006,66
2006,66
2006,67
2006,67
2006,67
2006,67
2006,67
2006,68
2006,68
2006,68
2006,69
2006,69
2006,69
2006,69
2006,69
2006,70
2006,70
2006,71
2006,71
2006,71
2006,71
2006,72
2006,72
2006,72
2006,73
2006,73
2006,73
2006,73
2006,73
2006,73
2006,73
2006,73
2006,73
2006,74
2006,74
2006,74
2006,74
2006,74
2006,75
2006,75
2006,75
2006,75
2006,75
2006,75
2006,76
2006,76
2006,76
2006,76
2006,76
2006,76
2006,76
2006,76
2006,76
2006,76
2006,77
2006,77
2006,77
2006,77
2006,77
2006,77
2006,77
2006,77
2006,78
2006,78
2006,78
2006,78
2006,78
2006,78
2006,78
2006,78
2006,78
2006,79
2006,79
2006,79
2006,79
2006,79
2006,79
2006,79
2006,79
2006,79
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,82
2006,82
2006,82
2006,82
2006,82
2006,82
2006,82
2006,82
2006,82
2006,82
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,85
2006,85
2006,85
2006,85
2006,85
2006,85
2006,85
2006,86
2006,86
2006,86
2006,86
2006,86
2006,86
2006,86
2006,87
2006,87
2006,87
2006,87
2006,87
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,90
2006,90
2006,90
2006,90
2006,90
2006,90
2006,90
2006,91
2006,91
2006,91
2006,91
2006,91
2006,91
2006,91
2006,92
2006,92
2006,92
2006,92
2006,92
2006,92
2006,92
2006,92
2006,92
2006,93
2006,93
2006,93
2006,94
2006,94
2006,94
2006,94
2006,95
2006,96
2006,96
2006,97
2006,98
2006,98
2006,98
2006,104
2006,110
2007,1
2007,2
2007,2
2007,3
2007,3
2007,6
2007,7
2007,7
2007,8
2007,8
2007,17
2007,21
2007,25
2007,27
2007,27
2007,27
2007,28
2007,28
2007,29
2007,31
2007,33
2007,33
2007,33
2007,33
2007,35
2007,35
2007,37
2007,37
2007,38
2007,38
2007,38
2007,38
2007,38
2007,38
2007,40
2007,42
2007,42
2007,42
2007,43
2007,43
2007,43
2007,44
2007,44
2007,46
2007,46
2007,48
2007,49
2007,49
2007,49
2007,50
2007,50
2007,50
2007,50
2007,51
2007,51
2007,51
2007,51
2007,51
2007,52
2007,52
2007,52
2007,52
2007,52
2007,52
2007,52
2007,52
2007,52
2007,53
2007,53
2007,54
2007,54
2007,54
2007,55
2007,55
2007,56
2007,56
2007,56
2007,56
2007,56
2007,56
2007,56
2007,57
2007,57
2007,57
2007,57
2007,57
2007,58
2007,58
2007,59
2007,59
2007,59
2007,59
2007,59
2007,60
2007,60
2007,60
2007,60
2007,61
2007,61
2007,62
2007,62
2007,62
2007,62
2007,63
2007,63
2007,63
2007,64
2007,64
2007,64
2007,64
2007,64
2007,64
2007,64
2007,65
2007,65
2007,65
2007,65
2007,66
2007,66
2007,66
2007,66
2007,66
2007,67
2007,67
2007,67
2007,67
2007,67
2007,67
2007,67
2007,67
2007,68
2007,68
2007,68
2007,68
2007,68
2007,68
2007,68
2007,68
2007,68
2007,68
2007,69
2007,69
2007,69
2007,69
2007,69
2007,70
2007,70
2007,70
2007,70
2007,70
2007,71
2007,71
2007,71
2007,71
2007,71
2007,71
2007,71
2007,71
2007,71
2007,72
2007,72
2007,72
2007,72
2007,72
2007,72
2007,72
2007,72
2007,72
2007,72
2007,73
2007,73
2007,73
2007,73
2007,73
2007,73
2007,73
2007,74
2007,74
2007,74
2007,74
2007,74
2007,74
2007,74
2007,74
2007,74
2007,75
2007,75
2007,75
2007,75
2007,75
2007,75
2007,76
2007,76
2007,76
2007,76
2007,76
2007,76
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,82
2007,82
2007,82
2007,82
2007,82
2007,82
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,86
2007,86
2007,86
2007,86
2007,86
2007,86
2007,86
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,88
2007,88
2007,88
2007,88
2007,88
2007,88
2007,88
2007,88
2007,89
2007,89
2007,89
2007,89
2007,89
2007,89
2007,89
2007,89
2007,90
2007,90
2007,90
2007,90
2007,90
2007,90
2007,91
2007,91
2007,91
2007,91
2007,91
2007,91
2007,91
2007,91
2007,92
2007,92
2007,92
2007,92
2007,92
2007,92
2007,92
2007,92
2007,92
2007,93
2007,93
2007,95
2007,95
2007,95
2007,95
2007,96
2007,96
2007,96
2007,97
2007,97
2007,99
2007,99
2008,2
2008,2
2008,3
2008,3
2008,3
2008,5
2008,8
2008,11
2008,21
2008,21
2008,24
2008,25
2008,26
2008,27
2008,28
2008,29
2008,32
2008,33
2008,34
2008,34
2008,34
2008,36
2008,36
2008,37
2008,37
2008,38
2008,40
2008,40
2008,41
2008,41
2008,41
2008,41
2008,43
2008,43
2008,43
2008,45
2008,45
2008,46
2008,46
2008,47
2008,48
2008,48
2008,48
2008,48
2008,49
2008,49
2008,51
2008,51
2008,52
2008,52
2008,52
2008,53
2008,53
2008,53
2008,53
2008,53
2008,53
2008,54
2008,54
2008,54
2008,54
2008,54
2008,54
2008,54
2008,55
2008,55
2008,55
2008,56
2008,56
2008,57
2008,57
2008,58
2008,58
2008,58
2008,58
2008,58
2008,58
2008,58
2008,58
2008,58
2008,59
2008,59
2008,59
2008,60
2008,60
2008,60
2008,60
2008,61
2008,61
2008,61
2008,61
2008,61
2008,61
2008,61
2008,61
2008,62
2008,62
2008,62
2008,62
2008,62
2008,62
2008,62
2008,62
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,64
2008,64
2008,64
2008,65
2008,65
2008,65
2008,65
2008,65
2008,65
2008,65
2008,66
2008,66
2008,66
2008,66
2008,66
2008,66
2008,66
2008,67
2008,67
2008,67
2008,67
2008,67
2008,67
2008,67
2008,67
2008,68
2008,68
2008,68
2008,68
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,70
2008,70
2008,70
2008,70
2008,70
2008,70
2008,71
2008,71
2008,71
2008,71
2008,72
2008,72
2008,72
2008,72
2008,72
2008,72
2008,72
2008,73
2008,73
2008,73
2008,73
2008,73
2008,73
2008,74
2008,74
2008,74
2008,74
2008,74
2008,74
2008,74
2008,74
2008,74
2008,75
2008,75
2008,75
2008,75
2008,75
2008,75
2008,75
2008,75
2008,75
2008,75
2008,76
2008,76
2008,76
2008,76
2008,76
2008,76
2008,76
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,79
2008,79
2008,79
2008,79
2008,79
2008,79
2008,79
2008,79
2008,79
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,81
2008,81
2008,81
2008,81
2008,81
2008,81
2008,81
2008,81
2008,81
2008,81
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,88
2008,88
2008,88
2008,88
2008,88
2008,88
2008,88
2008,88
2008,88
2008,89
2008,89
2008,89
2008,89
2008,89
2008,89
2008,89
2008,89
2008,90
2008,90
2008,90
2008,90
2008,90
2008,90
2008,90
2008,90
2008,90
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,92
2008,92
2008,92
2008,92
2008,92
2008,92
2008,92
2008,92
2008,92
2008,92
2008,93
2008,93
2008,93
2008,93
2008,94
2008,94
2008,94
2008,94
2008,95
2008,95
2008,95
2008,96
2008,97
2008,97
2008,98
2008,98
2008,99
2008,99
2008,100
2008,103
2008,105
2009,0
2009,3
2009,4
2009,5
2009,5
2009,7
2009,7
2009,15
2009,19
2009,21
2009,22
2009,25
2009,26
2009,26
2009,30
2009,30
2009,30
2009,30
2009,32
2009,32
2009,34
2009,34
2009,35
2009,35
2009,37
2009,38
2009,38
2009,38
2009,39
2009,39
2009,40
2009,41
2009,41
2009,41
2009,42
2009,42
2009,43
2009,44
2009,44
2009,45
2009,45
2009,45
2009,46
2009,46
2009,46
2009,47
2009,47
2009,48
2009,48
2009,49
2009,49
2009,49
