City.x,State.x,Population.2017,Change,Land.Area.2016.sqmi,Population.Density.2016.sqmi,key,avg.snowfall,State.Abbr,walk.score,bike.score,transit.score,median.age,mf.ratio,married,families,cost.of.living,crime,jan.avg,feb.avg,mar.avg,apr.avg,may.avg,jun.avg,jul.avg,aug.avg,sep.avg,oct.avg,nov.avg,dec.avg,jan.precip,feb.precip,mar.precip,apr.precip,may.precip,jun.precip,jul.precip,aug.precip,sep.precip,oct.precip,nov.precip,dec.precip,air.quality,City.y,State.y,Concert.Count
Pearland,Texas,119940,0.3144,46.3,2453,"Pearland, Texas",NA,TX,20,35,0,34.7,1,0.67,0.57,101,3002,48,51,56,60,67,74,75,77,74,62,55,48,5.3,4.1,8.6,9.7,9.5,7.9,14.6,8.5,6.1,4.7,5.9,3.1,52,NA,NA,NA
Beaumont,Texas,119114,0.0069,82.1,1441,"Beaumont, Texas",NA,TX,33,38,0,33.8,0.9,0.49,0.47,89,5399,42,46,52,58,65,73,74,74,70,59,50,45,4.2,3.1,4.2,4.2,4.7,4.9,8.6,7.6,6.8,5.3,4.1,4.9,44,NA,NA,NA
Wilmington,North Carolina,119045,0.118,51.6,2278,"Wilmington, North Carolina",NA,NC,34,48,20,35.4,0.9,0.45,0.41,105,4242,36,37,44,52,59,69,72,72,66,54,44,39,4.9,5.9,5.1,4.3,6.7,7.2,6.9,8.8,12.9,10.5,8.6,7,39,Wilmington,North Carolina,1
Evansville,Indiana,118930,0.0128,47.3,2526,"Evansville, Indiana",NA,IN,42,42,0,36.6,0.9,0.48,0.45,83,5700,25,26,36,45,55,64,67,66,58,46,35,29,3.8,3.1,4.7,5.9,4.9,4.3,5.2,3.2,4.2,3.9,4.1,4.8,48,NA,NA,NA
Arvada,Colorado,118807,0.1163,38.6,3043,"Denver, Colorado",NA,CO,39,49,29,40.7,1,0.59,0.41,109,2928,21,22,30,35,44,54,60,59,51,39,29,19,1.8,2,2.1,4,5.2,4.6,5.7,4.5,5.7,4.1,2.2,2.9,54,Denver,Colorado,16
Provo,Utah,117335,0.0431,41.7,2803,"Provo, Utah",NA,UT,47,62,31,23.6,1,0.48,0.45,99,1858,17,24,33,38,45,54,62,60,50,39,30,21,3.9,2.5,2.5,2.5,3.1,3.6,1.9,2.7,4.4,3.2,2,2.2,47,NA,NA,NA
Independence,Missouri,117306,0.0041,77.8,1504,"Independence, Missouri",NA,MO,26,25,20,40.1,0.9,0.54,0.4,85,6277,22,24,38,47,56,66,70,68,60,48,38,26,0.7,1.3,2.5,4.5,5.7,5.1,4.6,4.7,3.4,3.5,2,1.5,58,NA,NA,NA
Lansing,Michigan,116986,0.0235,39.1,2967,"Lansing, Michigan",NA,MI,45,55,33,32,0.9,0.4,0.49,84,4187,16,16,25,35,46,56,60,58,51,41,31,22,2.6,1.7,2.4,3.5,3.9,4.5,3.5,4.4,3,3.7,2.6,2.3,34,Lansing,Michigan,1
Odessa,Texas,116861,0.1693,45.2,2608,"Odessa, Texas",NA,TX,42,41,0,30.8,1,0.54,0.48,90,3409,35,37,44,49,60,68,70,70,66,55,42,33,1.1,1.6,4.6,4.7,10.4,2.6,3.2,10.9,6.3,12.5,3.8,2.2,30,Odessa,Texas,1
Richardson,Texas,116783,0.177,28.6,3963,"Richardson, Texas",NA,TX,43,47,32,37.3,1,0.61,0.44,106,2148,39,42,51,58,66,75,77,78,71,60,50,40,7.1,2.6,7.1,9.9,11.4,5.8,2,1.4,0.5,14.4,8.2,6.1,54,NA,NA,NA
Fairfield,California,116266,0.1039,40.9,2806,"Fairfield, California",NA,CA,35,39,0,34.4,1,0.55,0.47,133,3264,41,44,47,49,52,56,57,57,57,53,46,40,9.3,3.6,3,1.8,0,0,0.2,0,0.1,0.6,0.8,3.3,43,NA,NA,NA
El Monte,California,116109,0.0232,9.6,12063,"Los Angeles, California",NA,CA,60,54,0,35.4,1,0.51,0.45,131,2812,46,48,51,54,58,62,66,66,65,59,52,45,2.3,1.7,1,0.5,0.3,0,0.1,0,0.2,0.4,0.6,2.5,74,Los Angeles,California,16
Rochester,Minnesota,115733,0.084,54.6,2088,"Rochester, Minnesota",NA,MN,30,56,0,35.4,1,0.57,0.49,93,2054,11,13,27,38,49,60,63,61,55,42,28,18,1.4,2.9,3.1,4.5,8.1,7.4,6.6,6.2,5.2,5.3,2.3,2.2,37,NA,NA,NA
Clearwater,Florida,115513,0.0727,25.9,4415,"Clearwater, Florida",NA,FL,43,56,29,43.8,1,0.52,0.36,99,3669,52,54,59,65,70,75,76,77,76,69,60,58,2.9,2.4,2.5,2.3,2.7,9.4,9.2,9.7,6.4,2,1.1,1.3,43,Clearwater,Florida,1
Carlsbad,California,115330,0.095,37.7,3023,"Carlsbad, California",NA,CA,31,25,23,42.3,1,0.61,0.44,171,2129,41,46,49,50,56,57,62,63,55,51,47,40,11.8,7,1.6,2.3,0.3,0.2,0.1,7,0.5,1.3,3.1,3.3,61,NA,NA,NA
Springfield,Illinois,114868,-0.0119,60.1,1925,"Springfield, Illinois",NA,IL,34,44,0,38.6,0.9,0.49,0.44,91,5810,20,22,34,44,54,64,66,64,57,46,36,26,2.1,1.9,2.9,4.3,4.5,5.5,4.3,3.2,3.7,3.7,2.5,2.8,35,NA,NA,NA
Temecula,California,114327,0.1422,37.3,3031,"Temecula, California",NA,CA,28,27,0,34.3,1,0.59,0.54,135,2370,39,40,44,46,53,57,60,60,57,50,43,38,4.6,3.4,1.6,1.3,0.8,0.1,0.2,0.1,0.3,1.2,1.6,3.8,85,NA,NA,NA
West Jordan,Utah,113905,0.0983,32.3,3520,"Salt Lake City, Utah",NA,UT,27,37,29,30.5,1,0.59,0.55,105,3323,20,27,33,38,46,57,67,64,54,42,32,22,1.3,1.1,1.8,2.4,2,0.9,0.5,0.7,1.3,1.2,1.2,1.6,47,Salt Lake City,Utah,13
Costa Mesa,California,113825,0.0351,15.7,7186,"Costa Mesa, California",NA,CA,62,64,40,34.5,1.1,0.47,0.45,166,4113,48,49,52,54,59,62,66,66,65,60,54,48,2.3,1.9,0.9,0.6,0.3,0,0.1,0,0.2,0.5,0.7,2.4,85,NA,NA,NA
Miami Gardens,Florida,113750,0.0614,18.2,6212,"Miami, Florida",NA,FL,43,44,42,35.7,0.9,0.37,0.38,99,4051,59,60,63,68,72,75,76,77,76,72,66,64,2.4,2.8,2.4,3.4,4.3,6.8,8.1,7.5,8.3,6.6,3.1,3,41,Miami,Florida,1
Cambridge,Massachusetts,113630,0.0805,6.4,17289,"Boston, Massachusetts",NA,MA,87,96,72,30.5,1,0.35,0.41,175,2098,23,22,29,40,50,59,66,64,58,48,37,28,3.2,3.2,3.8,3.7,3.8,4.7,4.1,3.5,3,5,3.3,4.6,47,Boston,Massachusetts,7
College Station,Texas,113564,0.21,51,2199,"College Station, Texas",NA,TX,33,60,0,22.6,1,0.34,0.5,99,2197,42,46,53,60,65,73,75,76,71,61,51,45,3.7,2.5,3.7,2.5,7.1,3.1,1.9,4.5,3.3,3.4,3.1,3.5,52,NA,NA,NA
Murrieta,California,113326,0.0953,33.6,3324,"Los Angeles, California",NA,CA,27,22,0,33.9,0.9,0.6,0.53,132,1471,39,40,44,46,53,57,60,60,57,50,43,38,4.6,3.4,1.6,1.3,0.8,0.1,0.2,0.1,0.3,1.2,1.6,3.8,85,Los Angeles,California,16
Downey,California,113092,0.0118,12.4,9134,"Los Angeles, California",NA,CA,59,52,0,34,0.9,0.5,0.48,141,3175,46,48,51,53,57,61,65,65,63,59,52,46,2.6,2.5,1,0.6,0.3,0,0.2,0,0.3,0.5,0.7,2.7,74,Los Angeles,California,16
Peoria,Illinois,112883,-0.0185,48.2,2371,"Peoria, Illinois",NA,IL,39,40,0,34.1,0.9,0.47,0.47,93,4973,17,18,31,41,51,62,65,64,56,44,33,22,2.3,2.1,3.1,4.7,4.4,5.4,3.4,3.5,4.1,3.4,2.9,2.7,48,Peoria,Illinois,2
Westminster,Colorado,112812,0.0631,31.7,3592,"Denver, Colorado",NA,CO,37,51,32,36.3,1,0.57,0.46,106,3424,21,22,30,35,44,54,60,59,51,39,29,19,1.8,2,2.1,4,5.2,4.6,5.7,4.5,5.7,4.1,2.2,2.9,54,Denver,Colorado,16
Elgin,Illinois,112456,0.0394,37.4,2998,"Elgin, Illinois",NA,IL,41,49,29,33.6,1,0.55,0.53,106,1599,16,17,30,39,49,59,63,62,54,43,32,21,1.4,1.2,2.2,3.8,4.5,4.4,4.1,3.8,3.4,3.1,1.9,2.1,60,NA,NA,NA
Antioch,California,111674,0.0909,29.4,3772,"Antioch, California",NA,CA,39,41,0,35.2,1,0.53,0.48,124,3960,39,42,46,48,52,56,58,58,57,52,44,39,2.5,2.6,2.7,1.5,0.1,0.4,0,0,0.1,0.7,1.6,3.1,57,NA,NA,NA
Palm Bay,Florida,111657,0.0821,65.7,1676,"Orlando, Florida",NA,FL,13,37,0,40.8,0.9,0.55,0.4,94,2409,52,53,58,63,68,73,75,75,74,69,61,57,3.2,3.2,3.4,3.4,4.6,7.8,7.6,7.2,8.3,6,2.8,2.7,35,Orlando,Florida,3
High Point,North Carolina,111513,0.0684,55.2,2015,"High Point, North Carolina",NA,NC,26,28,0,36.1,0.9,0.51,0.48,96,4376,29,30,38,47,56,65,69,68,61,49,37,33,3.1,2.4,3.5,3.7,3.7,4.5,4.1,4.6,4.3,3.7,3.7,3.8,40,NA,NA,NA
Lowell,Massachusetts,111346,0.0453,13.6,8129,"Lowell, Massachusetts",NA,MA,64,44,37,32.9,1,0.42,0.47,124,2264,21,20,28,39,49,57,64,62,55,45,35,26,2.4,2.6,3.3,3.4,3.7,4.9,4,3.5,3.6,4.5,2.9,3.7,36,NA,NA,NA
Manchester,New Hampshire,111196,0.0149,33.1,3339,"Manchester, New Hampshire",NA,NH,48,39,0,36.6,1,0.47,0.44,115,3299,18,18,27,38,48,58,64,61,55,44,33,24,2.5,3,3.6,3.3,3.9,4.6,3.8,4.3,3.9,5.4,3.1,3.6,36,NA,NA,NA
Pueblo,Colorado,111127,0.0425,53.6,2058,"Pueblo, Colorado",NA,CO,38,46,0,37.3,1,0.49,0.44,86,7220,14,18,26,33,43,54,59,58,49,36,23,14,0.3,0.5,0.7,1.7,1.8,1,2.1,2.3,0.8,0.8,0.3,0.4,22,NA,NA,NA
Gresham,Oregon,111053,0.0517,23.3,4786,"Portland, Oregon",NA,OR,43,63,41,35.2,1,0.52,0.49,111,3645,36,38,40,42,48,53,56,56,52,46,42,35,4.7,3.2,5.2,3.6,2.8,2.1,0.5,0.4,1.6,4.5,6.5,5.1,38,Portland,Oregon,12
North Charleston,South Carolina,110861,0.1374,73.7,1483,"Charleston Afb, South Carolina",NA,SC,26,38,0,32.2,1,0.43,0.47,100,6574,38,39,45,53,62,70,73,73,68,56,45,42,2.9,3.7,3.1,3.4,3.4,6.6,6.5,8,5.9,5.6,2.9,3.7,36,NA,NA,NA
Ventura,California,110790,0.0409,21.8,5027,"Los Angeles, California",NA,CA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles,California,16
Inglewood,California,110598,0.0084,9.1,12160,"Los Angeles, California",NA,CA,69,50,50,34,0.9,0.41,0.48,129,3199,49,51,53,56,59,62,65,66,65,61,55,49,2.2,1.7,1.1,0.6,0.2,0,0,0,0.2,0.4,0.5,2.4,74,Los Angeles,California,16
Pompano Beach,Florida,110473,0.1064,24,4558,"Pompano Beach, Florida",NA,FL,47,53,34,41.7,1.1,0.46,0.37,102,5663,63,59,64,65,72,74,77,78,76,75,67,63,2.4,2.1,7,2.8,5.5,13.8,5.4,4.4,7.5,16,10.6,2,41,NA,NA,NA
Centennial,Colorado,110250,0.0984,29.5,3727,"Denver, Colorado",NA,CO,38,44,25,41.3,1,0.65,0.43,125,3070,19,20,28,33,42,53,59,57,49,37,28,18,0.5,0.5,0.9,2,2.3,2,2.3,2.1,1.7,1.3,0.4,0.5,54,Denver,Colorado,16
West Palm Beach,Florida,110222,0.1031,55.1,1963,"West Palm Beach, Florida",NA,FL,42,48,0,39.6,0.9,0.44,0.37,105,5647,57,57,61,66,71,74,76,77,75,71,65,62,2.6,2.5,3.3,3.9,5.7,8.1,6,9.4,7.5,6.3,2.8,3.9,29,NA,NA,NA
Everett,Washington,110079,0.0685,33.3,3275,"Everett, Washington",NA,WA,48,53,38,35.2,1.1,0.47,0.47,129,5085,36,37,39,42,47,51,55,56,53,47,40,35,3.8,2.7,4.4,2.8,2.2,1.8,0.7,0.9,2,3.6,5.7,4.9,49,NA,NA,NA
Richmond,California,110040,0.0611,30.1,3648,"Richmond, California",NA,CA,56,50,43,35.8,0.9,0.47,0.46,135,4641,39,43,45,47,52,56,58,57,56,50,45,40,3.3,3,1.8,1.9,0.6,0,0,0,0,1.4,1.2,2.3,43,NA,NA,NA
Clovis,California,109691,0.147,24.2,4404,"Fresno, California",NA,CA,39,49,0,34.2,1,0.55,0.51,116,2894,38,42,46,49,56,62,69,67,62,54,45,38,2,1.7,1.6,1.4,0.3,0.2,0,0,0.1,0.4,0.9,2,80,Fresno,California,2
Billings,Montana,109642,0.0525,43.7,2525,"Billings, Montana",NA,MT,35,43,0,36.9,0.9,0.55,0.45,98,5951,17,19,27,34,42,51,59,56,48,38,27,16,0.5,0.5,1.1,1.7,3,1.7,0.9,1,1.6,1.7,0.8,0.9,24,NA,NA,NA
Waterbury,Connecticut,108629,-0.0157,28.5,3799,"Denver, Colorado",NA,CT,48,25,0,34.7,0.9,0.42,0.47,102,4336,21,21,29,39,49,57,63,61,55,44,35,27,3.9,4.4,7.7,9.6,9,12.4,9.8,7.9,6.6,10.7,4.9,3.7,49,Denver,Colorado,16
Broken Arrow,Oklahoma,108303,0.0956,61.7,1741,"Tulsa, Oklahoma",NA,OK,22,32,10,36.8,1,0.63,0.46,99,2306,29,33,45,48,60,68,70,72,65,53,41,27,7.9,4.3,4.2,4.5,9,12.1,8.7,10.5,11.8,4.8,2.6,3.8,48,Tulsa,Oklahoma,4
Lakeland,Florida,108054,0.1091,65.9,1615,"Lakeland, Florida",NA,FL,36,46,0,40.3,0.9,0.51,0.37,92,4010,51,53,57,63,67,73,74,75,73,66,58,56,2.8,2,2.6,1.9,3.6,10.9,10.6,9.7,8.9,3.6,1.8,1.2,36,NA,NA,NA
West Covina,California,107598,0.0141,16,6740,"Los Angeles, California",NA,CA,45,35,0,37.2,1,0.54,0.41,141,2782,46,48,51,54,58,62,66,66,65,59,52,45,2.3,1.7,1,0.5,0.3,0,0.1,0,0.2,0.4,0.6,2.5,74,Los Angeles,California,16
Boulder,Colorado,107125,0.1,24.8,4358,"Boulder, Colorado",NA,CO,58,86,50,28.7,1.1,0.36,0.44,142,3070,18,21,30,36,43,54,59,56,49,38,28,17,1.2,1.5,1.6,0.2,2.4,1.1,2.1,1.1,0.2,2.1,2.6,0.7,42,Boulder,Colorado,1
Daly City,California,107074,0.0588,7.6,14009,"San Francisco, California",NA,CA,63,33,0,38.8,1,0.53,0.36,175,1701,44,46,47,49,51,54,56,56,56,54,49,44,3.2,3.4,2.7,1.7,0.3,0.2,0,0,0.1,1,1.7,4.4,43,San Francisco,California,9
Santa Maria,California,107014,0.0749,22.8,4662,"Santa Maria, California",NA,CA,51,51,0,29.4,1,0.53,0.57,121,2634,39,41,43,44,47,51,54,55,53,50,44,39,2.7,2.3,1.9,1.1,0.3,0.2,0,0.1,0.1,0.7,1,2.3,56,NA,NA,NA
Hillsboro,Oregon,106894,0.1668,25,4207,"Hillsboro, Oregon",NA,OR,45,71,38,34,1,0.58,0.5,117,2245,32,33,38,39,45,48,53,51,44,42,33,33,4.1,3,4.8,2.9,4.8,2.1,1.3,1.2,2.8,3.8,7.5,11.3,38,NA,NA,NA
Sandy Springs,Georgia,106739,0.1373,37.7,2804,"Atlanta, Georgia",NA,GA,27,17,28,35.7,0.9,0.51,0.44,130,2217,33,35,43,51,59,67,70,70,64,51,40,38,4.1,4,4.2,4.1,3.8,3.6,3.9,4.7,4.6,3.4,3.5,5.1,52,Atlanta,Georgia,11
Norwalk,California,106084,0.0051,9.7,10946,"Los Angeles, California",NA,CA,58,50,43,34.9,1,0.51,0.42,131,2252,46,48,51,54,58,62,66,66,65,59,52,45,2.3,1.7,1,0.5,0.3,0,0.1,0,0.2,0.4,0.6,2.5,74,Los Angeles,California,16
Jurupa Valley,California,106028,0,42.9,2414,"Los Angeles, California",NA,CA,0,0,0,31.5,1,0.51,0.48,120,2795,44,45,47,50,55,59,65,65,63,56,49,44,1.6,1.2,0.7,0.5,0.2,0,0.2,0.1,0.2,0.2,0.5,1.9,85,Los Angeles,California,16
Lewisville,Texas,106021,0.1126,36.7,2852,"Dallas, Texas",NA,TX,37,36,0,32.3,1,0.52,0.55,99,2273,39,42,51,58,66,75,77,78,71,60,50,40,7.1,2.6,7.1,9.9,11.4,5.8,2,1.4,0.5,14.4,8.2,6.1,54,Dallas,Texas,12
Greeley,Colorado,105448,0.1352,47.8,2176,"Greeley, Colorado",NA,CO,40,49,0,30.7,1,0.51,0.49,95,2987,8,17,28,34,43,51,58,55,47,36,24,9,0.3,0.2,3.1,2.5,3,12.6,5,4.3,3.5,1.4,0.5,1,41,NA,NA,NA
Davie,Florida,105149,0.143,34.9,2919,"Hollywood, Florida",NA,FL,29,44,16,37.6,1,0.5,0.47,110,2864,59,60,63,68,72,75,76,77,76,72,66,64,2.4,2.8,2.4,3.4,4.3,6.8,8.1,7.5,8.3,6.6,3.1,3,41,NA,NA,NA
Green Bay,Wisconsin,105116,0.0102,45.4,2316,"Green Bay, Wisconsin",NA,WI,41,47,28,34,1,0.48,0.5,87,2511,10,11,22,34,45,55,59,57,49,39,29,16,1.7,1,1.7,3.2,3.5,4,4.2,3.6,3.4,3.1,2.1,2.1,40,NA,NA,NA
Tyler,Texas,104991,0.0835,56.6,1852,"Tyler, Texas",NA,TX,35,34,0,33.1,0.9,0.51,0.44,91,3582,38,42,49,56,64,72,75,75,68,57,48,41,3.6,2.8,4.3,3.8,4.4,3.9,2.8,3.5,3.1,4.4,3.4,4,35,NA,NA,NA
League City,Texas,104903,0.2554,51.2,1992,"Houston, Texas",NA,TX,21,34,0,35.4,1,0.63,0.53,101,1723,46,49,56,62,69,75,76,77,73,63,54,49,3.7,2.4,3.2,5,4.7,4.2,5.7,7.4,4.1,5.3,4.1,3.8,52,Houston,Texas,11
Burbank,California,104834,0.0145,17.4,6003,"Burbank, California",NA,CA,69,59,39,39.3,0.9,0.54,0.42,161,3056,45,46,49,52,56,60,65,65,63,57,50,44,3.3,2.5,2,0.6,0.2,0,0,0,0.2,0.5,0.6,2.1,74,NA,NA,NA
San Mateo,California,104748,0.0776,12.1,8592,"San Francisco, California",NA,CA,64,61,0,38.9,1,0.56,0.45,203,2277,44,46,47,49,51,54,56,56,56,54,49,44,3.2,3.4,2.7,1.7,0.3,0.2,0,0,0.1,1,1.7,4.4,48,San Francisco,California,9
Wichita Falls,Texas,104747,0.0019,72.2,1450,"Dallas, Texas",NA,TX,30,39,0,32.8,1.1,0.49,0.48,78,3468,32,37,44,53,61,71,73,73,68,56,44,35,2.1,1.1,0.9,0.6,5.6,3.4,4.4,3.7,7.4,2.6,1.4,1.9,26,Dallas,Texas,12
El Cajon,California,103894,0.0444,14.5,7156,"El Cajon, California",NA,CA,56,42,38,34.1,1,0.5,0.49,130,2642,45,47,50,53,57,61,65,66,64,58,51,46,1.9,2.2,1,0.7,0.4,0,0.2,0,0.2,0.5,0.9,2.5,61,NA,NA,NA
Rialto,California,103562,0.0443,22.3,4633,"Los Angeles, California",NA,CA,38,42,30,29.2,1,0.5,0.53,116,2003,43,47,48,50,55,58,65,65,60,57,50,43,11.6,9.6,2.1,4.1,4.8,0.1,0.2,2.3,2.1,4.3,7.7,3.3,85,Los Angeles,California,16
Lakewood,New Jersey,102682,0.106,24.7,4079,"Philadelphia, Pennsylvania",NA,NJ,55,48,0,17.9,1,0.58,0.77,136,1784,27,27,34,44,53,62,68,65,60,49,39,32,7.3,4.2,6.4,8,6.8,9.3,12.7,10.1,7.3,8.3,6.2,8.3,40,Philadelphia,Pennsylvania,9
Edison,New Jersey,102450,0.0248,30.1,3389,"Elizabeth, New Jersey",NA,NJ,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davenport,Iowa,102320,0.0264,62.9,1631,"Davenport, Iowa",NA,IA,42,41,0,35.1,1,0.52,0.46,92,5821,15,16,29,39,49,60,64,62,54,42,31,19,1.5,1.9,2.8,3.9,4.3,6,5.3,4.9,3.4,3.2,2.1,2.6,55,NA,NA,NA
South Bend,Indiana,102245,0.0106,41.4,2457,"South Bend, Indiana",NA,IN,43,56,0,33.2,0.9,0.44,0.51,82,6052,17,18,28,38,48,58,62,60,53,43,32,22,3.1,2.2,2.7,3.6,4.2,4.2,4.5,4.9,4,4.5,2.6,2.8,51,NA,NA,NA
Woodbridge,New Jersey,101965,0.0239,23.3,4351,"Elizabeth, New Jersey",NA,NJ,57,0,40,37,1,0.61,0.46,122,1784,26,24,31,46,56,64,71,67,61,54,38,33,6.3,4.9,7.3,5,9.9,8.3,8.3,7.8,4.9,6.3,5.9,5.8,53,NA,NA,NA
Las Cruces,New Mexico,101712,0.0419,76.9,1323,"Las Cruces, New Mexico",NA,NM,34,43,0,32.1,1,0.48,0.46,91,4725,31,34,40,47,54,66,69,67,61,50,38,32,0.4,0.1,0.1,0.1,0.3,0.2,1.9,1.5,1.4,0.5,0.3,0.5,51,NA,NA,NA
Vista,California,101568,0.0824,18.7,5436,"San Diego, California",NA,CA,43,27,34,32.9,1,0.51,0.48,134,1810,48,49,51,54,58,61,65,66,64,59,53,48,1.8,2,1.1,0.7,0.4,0,0.1,0.1,0.1,0.5,1,2.7,61,San Diego,California,13
Renton,Washington,101379,0.1149,23.4,4314,"Renton, Washington",NA,WA,39,34,33,35.8,1,0.52,0.49,139,5324,36,37,40,43,48,53,58,58,53,47,40,36,4.7,3.2,4.5,2.9,2.1,1.6,0.5,0.9,1.8,3.9,5.7,4.5,49,NA,NA,NA
Sparks,Nevada,100888,0.1177,35.9,2810,"Sparks, Nevada",NA,NV,41,48,0,37.5,1,0.55,0.47,107,3175,24,28,32,37,45,53,61,58,50,40,30,23,1.4,1.1,0.6,0.5,0.6,0.3,0.3,0.2,0.1,0.8,0.6,1.1,50,NA,NA,NA
Clinton,Michigan,100712,0.0405,28.1,3573,"Detroit, Michigan",NA,MI,0,0,0,35.3,1.1,0.63,0.57,88,311,18,17,28,38,49,58,61,60,53,42,32,24,1.6,1.5,1.8,2.9,3,3.5,3.5,2.9,2.5,2,2.3,2,38,Detroit,Michigan,6
Allen,Texas,100685,0.1951,27.1,3715,"Dallas, Texas",NA,TX,28,54,0,35.6,1,0.64,0.59,103,1344,35,39,48,51,63,70,71,73,67,54,47,34,11.6,2.6,6.5,5.8,8,11,4.1,1.9,4.9,6.8,4.2,5.3,54,Dallas,Texas,12
Tuscaloosa,Alabama,100287,0.1085,71.7,1399,"Tuscaloosa, Alabama",NA,AL,33,32,0,28.6,0.9,0.38,0.43,92,4596,36,38,46,52,60,69,71,71,65,52,43,39,5.8,6.2,6.3,6.7,3.8,5.1,4.5,4.8,4,3.5,4.4,6.1,30,NA,NA,NA
San Angelo,Texas,100119,0.0742,59.9,1681,"San Angelo, Texas",NA,TX,32,36,0,32.8,1,0.53,0.45,90,4690,32,36,44,52,60,69,71,71,64,52,42,34,1.1,1.2,1.8,1.8,4.1,2.4,1.3,2.9,3.3,2.1,0.8,1,30,NA,NA,NA
Vacaville,California,100032,0.0823,29,3449,"Vacaville, California",NA,CA,36,42,0,37.1,1.1,0.54,0.47,127,2322,37,41,45,47,52,57,60,59,56,50,43,37,5.6,4.8,4.6,2.5,0.7,0.3,0,0,0.1,1.9,2.3,4.6,43,NA,NA,NA
